0|iata_code|1|city_rus|2|city_eng
MJS|MJS|||Maganja Da Costa|Maganja Da Costa
MJT|MJT|||Mytilene|Mytilene
MJU|MJU|Мамую|Мамую|Mamuju|Mamuju
MJV|MJV|Мурсия|Мурсия|Murcia|Murcia
MJW|MJW|||Mahenye|Mahenye
MJX|MJX|||Toms River|Toms River
MJY|MJY|Мангунджая|Мангунджая|Mangunjaya|Mangunjaya
MJZ|MJZ|Мирный|Мирный|Mirnyj|Mirnyj
MKA|MKA|Марианские Лазнe|Марианские Лазнe|Marianske Lazne|Marianske Lazne
MKB|MKB|Мекамбо|Мекамбо|Mekambo|Mekambo
MKC|MKC|Канзас Сити|Канзас Сити|Kansas City|Kansas City
MKD|MKD|||Chagni|Chagni
MKE|MKE|Милуоки|Милуоки|Milwaukee|Milwaukee
MKF|MKF|||Columbus|Columbus
MKG|MKG|||Muskegon|Muskegon
MKH|MKH|Мохотлонг|Мохотлонг|Mokhotlong|Mokhotlong
MKJ|MKJ|Макуа|Макуа|Makoua|Makoua
MKK|MKK|||Hoolehua|Hoolehua
MKL|MKL|Джексон|Джексон|Jackson|Jackson
MKM|MKM|||Mukah|Mukah
MKN|MKN|Малеколон|Малеколон|Malekolon|Malekolon
MKO|MKO|||Muskogee|Muskogee
MKP|MKP|Макемо|Макемо|Makemo|Makemo
MKQ|MKQ|||Merauke|Merauke
MKR|MKR|||Meekatharra|Meekatharra
MKS|MKS|||Mekane Selam|Mekane Selam
MKT|MKT|||Mankato|Mankato
MKU|MKU|Макоку|Макоку|Makokou|Makokou
MKV|MKV|||Mt Cavenagh|Mt Cavenagh
MKW|MKW|Маноквари|Маноквари|Manokwari|Manokwari
MKX|MKX|Мукалла|Мукалла|Mukalla|Mukalla
MKY|MKY|Маккей|Маккей|Mackay|Mackay
MKZ|MKZ|Малакка|Малакка|Malacca|Malacca
MLA|MLA|||Gudja|Gudja
MLB|MLB|Мельбурн|Мельбурн|Melbourne|Melbourne
MLC|MLC|||Mc Alester|Mc Alester
MLD|MLD|||Malad City|Malad City
MLE|MLE|Мале|Мале|Male|Male
MLF|MLF|Милфорд|Милфорд|Milford|Milford
MLG|MLG|Маланг|Маланг|Malang|Malang
MLH|MLH|||Basel Mulhouse Freiburg|Basel Mulhouse Freiburg
MLI|MLI|||Moline|Moline
MLJ|MLJ|||Milledgeville|Milledgeville
MLK|MLK|Мальта|Мальта|Malta|Malta
MLL|MLL|Маршалл|Маршалл|Marshall|Marshall
MLM|MLM|Морелия|Морелия|Morelia|Morelia
MLN|MLN|Мелилья|Мелилья|Melilla|Melilla
MLO|MLO|Милос|Милос|Milos|Milos
MLP|MLP|Малабанг|Малабанг|Malabang|Malabang
MLQ|MLQ|Малалауа|Малалауа|Malalaua|Malalaua
MLR|MLR|||Millicent|Millicent
MLS|MLS|||Miles City|Miles City
MLT|MLT|||Millinocket|Millinocket
MLU|MLU|Монро|Монро|Monroe|Monroe
MLV|MLV|||Merluna|Merluna
MLW|MLW|||Monrovia|Monrovia
MLX|MLX|Малатия|Малатия|Malatya|Malatya
MLY|MLY|||Manley Hot Springs|Manley Hot Springs
MLZ|MLZ|Мело|Мело|Melo|Melo
MMB|MMB|Меманбецу|Меманбецу|Memanbetsu|Memanbetsu
MMC|MMC|Сиудад-Манте|Сиудад-Манте|Ciudad Mante|Ciudad Mante
MMD|MMD|||Minami Daito|Minami Daito
MME|MME|||Teesside, Durham|Teesside, Durham
MMF|MMF|Мамфе|Мамфе|Mamfe|Mamfe
MMG|MMG|||Mount Magnet|Mount Magnet
MMH|MMH|Маммот Лейкс|Маммот Лейкс|Mammoth Lakes|Mammoth Lakes
MMI|MMI|Афины|Афины|Athens|Athens
MMJ|MMJ|Матсумото|Матсумото|Matsumoto|Matsumoto
MMK|MMK|Мурманск|Мурманск|Murmansk|Murmansk
MML|MML|Маршалл|Маршалл|Marshall|Marshall
MMM|MMM|||Middlemount|Middlemount
MMN|MMN|||Stow|Stow
MMO|MMO|||Maio|Maio
MMP|MMP|||Mompos|Mompos
MMQ|MMQ|||Mbala|Mbala
MMR|MMR|Остин|Остин|Austin|Austin
MMS|MMS|||Marks|Marks
MMT|MMT|Колумбия|Колумбия|Columbia|Columbia
MMU|MMU|||Morristown|Morristown
MMV|MMV|||Mal|Mal
MMW|MMW|Мома|Мома|Moma|Moma
MMX|MMX|Малмо|Малмо|Malmo|Malmo
MMY|MMY|||Miyako Jima|Miyako Jima
MMZ|MMZ|Меймене|Меймене|Maimana|Maimana
MNA|MNA|Меланггуане|Меланггуане|Melangguane|Melangguane
MNB|MNB|Моанда|Моанда|Moanda|Moanda
MNC|MNC|Накала|Накала|Nacala|Nacala
MND|MND|||Medina|Medina
MNE|MNE|||Mungeranie|Mungeranie
MNF|MNF|Остров Мана|Остров Мана|Mana Island|Mana Island
MNG|MNG|||Maningrida|Maningrida
MNH|MNH|Миннерия|Миннерия|Minneriya|Minneriya
MNI|MNI|||Gerald&#039;s Park|Gerald&#039;s Park
MNJ|MNJ|Манандзари|Манандзари|Mananjary|Mananjary
MNK|MNK|Миайана|Миайана|Maiana|Maiana
MNL|MNL|||Manila|Manila
MNM|MNM|||Menominee|Menominee
MNN|MNN|||Marion|Marion
MNO|MNO|Маноно|Маноно|Manono|Manono
MNP|MNP|Марон|Марон|Maron|Maron
MNQ|MNQ|||Monto|Monto
MNR|MNR|Монгу|Монгу|Mongu|Mongu
MNS|MNS|Манса|Манса|Mansa|Mansa
MNT|MNT|||Minto|Minto
MNU|MNU|||Maulmyine|Maulmyine
MNV|MNV|Маунтейн-Веллей|Маунтейн-Веллей|Mountain Valley|Mountain Valley
MNW|MNW|||Macdonald Downs|Macdonald Downs
MNX|MNX|||Manicore|Manicore
MNY|MNY|Моно|Моно|Mono|Mono
MNZ|MNZ|Манассас|Манассас|Manassas|Manassas
MOA|MOA|Моа|Моа|Moa|Moa
MOB|MOB|Алабама|Алабама|Alabama, AL|Alabama, AL
MOC|MOC|||Montes Claros|Montes Claros
MOD|MOD|||Modesto, CA|Modesto, CA
MOE|MOE|Момейк|Момейк|Momeik|Momeik
MOF|MOF|Маумере|Маумере|Maumere|Maumere
MOG|MOG|||Mong Hsat|Mong Hsat
MOH|MOH|Моханбари|Моханбари|Mohanbari|Mohanbari
MOI|MOI|||Mitiaro Island|Mitiaro Island
MOJ|MOJ|||Moengo|Moengo
MOK|MOK|||Mankono|Mankono
MOL|MOL|Молде|Молде|Molde|Molde
MOM|MOM|Мауджерия|Мауджерия|Moudjeria|Moudjeria
MON|MON|Маунт Кук|Маунт Кук|Mount Cook|Mount Cook
MOO|MOO|Мумба|Мумба|Moomba|Moomba
MOP|MOP|Маунт-Плезант|Маунт-Плезант|Mount Pleasant|Mount Pleasant
MOQ|MOQ|Морондава|Морондава|Morondava|Morondava
MOR|MOR|||Morristown|Morristown
MOS|MOS|||Moses Point|Moses Point
MOT|MOT|||Minot|Minot
MOU|MOU|||Mountain Village|Mountain Village
MOV|MOV|||Moranbah|Moranbah
MOX|MOX|||Morris|Morris
MOY|MOY|Монтеррей|Монтеррей|Monterrey|Monterrey
MOZ|MOZ|||Moorea|Moorea
MPA|MPA|Мпача|Мпача|Mpacha|Mpacha
MPB|MPB|Майами|Майами|Miami|Miami
MPC|MPC|||Muko-Muko|Muko-Muko
MPD|MPD|Мирпур-Хас|Мирпур-Хас|Mirpur Khas|Mirpur Khas
MPE|MPE|||Madison|Madison
MPF|MPF|Мапода|Мапода|Mapoda|Mapoda
MPG|MPG|Макини|Макини|Makini|Makini
MPH|MPH|||Caticlan|Caticlan
MPI|MPI|Мамитупо|Мамитупо|Mamitupo|Mamitupo
MPJ|MPJ|||Morrilton|Morrilton
MPK|MPK|Мокпо|Мокпо|Mokpo|Mokpo
MPL|MPL|Монпейе|Монпейе|Montpellier|Montpellier
MPM|MPM|Мапуту|Мапуту|Maputo|Maputo
MPN|MPN|Маунт-Плезант|Маунт-Плезант|Mount Pleasant|Mount Pleasant
MPO|MPO|||Mt Pocono|Mt Pocono
MPP|MPP|||Mulatupo|Mulatupo
MPQ|MPQ|Маан|Маан|Maan|Maan
MPR|MPR|||Mcpherson|Mcpherson
MPS|MPS|Маунт-Плезант|Маунт-Плезант|Mount Pleasant|Mount Pleasant
MPT|MPT|Малиана|Малиана|Maliana|Maliana
MPU|MPU|Мапуа|Мапуа|Mapua|Mapua
MPV|MPV|||Montpelier, VT|Montpelier, VT
MPW|MPW|Мариуполь|Мариуполь|Mariupol|Mariupol
MPX|MPX|Миянмин|Миянмин|Miyanmin|Miyanmin
MPY|MPY|Марипасула|Марипасула|Maripasoula|Maripasoula
MPZ|MPZ|||Mt Pleasant|Mt Pleasant
MQA|MQA|||Mandora|Mandora
MQB|MQB|||Macomb|Macomb
MQC|MQC|Микелон|Микелон|Miquelon|Miquelon
MQD|MQD|Макинчао|Макинчао|Maquinchao|Maquinchao
MQE|MQE|||Marqua|Marqua
MQF|MQF|Магнитогорск|Магнитогорск|Magnitogorsk|Magnitogorsk
MQG|MQG|||Midgard|Midgard
MQH|MQH|Минаку|Минаку|Minacu|Minacu
MQI|MQI|Куинси|Куинси|Quincy|Quincy
MQJ|MQJ|Балыкесир|Балыкесир|Balikesir|Balikesir
MQK|MQK|||San Matias|San Matias
MQL|MQL|Мильдура|Мильдура|Mildura|Mildura
MQM|MQM|Мардин|Мардин|Mardin|Mardin
MQN|MQN|||Mo I Rana|Mo I Rana
MQO|MQO|||Malam|Malam
MQP|MQP|Нельспрут|Нельспрут|Nelspruit|Nelspruit
MQQ|MQQ|Мунду|Мунду|Moundou|Moundou
MQR|MQR|Москера|Москера|Mosquera|Mosquera
MQS|MQS|Мистик-Айленд|Мистик-Айленд|Mustique Island|Mustique Island
MQT|MQT|||Marquette|Marquette
MQU|MQU|Марикита|Марикита|Mariquita|Mariquita
MQV|MQV|||Mostaganem|Mostaganem
MQW|MQW|||Mc Rae|Mc Rae
MQX|MQX|Макале|Макале|Makale|Makale
MQY|MQY|||Smyrna|Smyrna
MQZ|MQZ|Маргарет Ривер|Маргарет Ривер|Margaret River|Margaret River
MRA|MRA|Мисурата|Мисурата|Misurata|Misurata
MRB|MRB|||Martinsburg|Martinsburg
MRC|MRC|Колумбия|Колумбия|Columbia|Columbia
MRD|MRD|Мериба|Мериба|Merida|Merida
MRE|MRE|Мара-Лоджес|Мара-Лоджес|Mara Lodges|Mara Lodges
MRF|MRF|||Marfa|Marfa
MRG|MRG|||Mareeba|Mareeba
MRH|MRH|Мей-Ривер|Мей-Ривер|May River|May River
MRI|MRI|Анкораж|Анкораж|Anchorage|Anchorage
MRJ|MRJ|Маркала|Маркала|Marcala|Marcala
MRK|MRK|Марко Айленд|Марко Айленд|Marco Island|Marco Island
MRL|MRL|Майнерз-Лейк|Майнерз-Лейк|Miners Lake|Miners Lake
MRM|MRM|Манаре|Манаре|Manare|Manare
MRN|MRN|||Morganton|Morganton
MRO|MRO|Мастертон|Мастертон|Masterton|Masterton
MRP|MRP|||Marla|Marla
MRQ|MRQ|Мариндюк|Мариндюк|Marinduque|Marinduque
MRR|MRR|||Macara|Macara
MRS|MRS|Марсель|Марсель|Marseille|Marseille
MRT|MRT|||Moroak|Moroak
MRU|MRU|||Plaisance|Plaisance
MRV|MRV|Минеральные Воды|Минеральные Воды|Mineralnye Vody|Mineralnye Vody
MRW|MRW|||Maribo|Maribo
MRX|MRX|||Bandar Mahshahr|Bandar Mahshahr
MRY|MRY|Монтерей|Монтерей|Monterey|Monterey
MRZ|MRZ|Мори|Мори|Moree|Moree
MSA|MSA|||Muskrat Dam|Muskrat Dam
MSB|MSB|||St Martin|St Martin
MSC|MSC|Меса|Меса|Mesa|Mesa
MSD|MSD|||Mt Pleasant|Mt Pleasant
MSE|MSE|||Manston|Manston
MSF|MSF|||Mount Swan|Mount Swan
MSG|MSG|Матсайле|Матсайле|Matsaile|Matsaile
MSH|MSH|Масирах|Масирах|Masirah|Masirah
MSI|MSI|Масалембо|Масалембо|Masalembo|Masalembo
MSJ|MSJ|Мисава|Мисава|Misawa|Misawa
MSK|MSK|Мастик-Пойнт|Мастик-Пойнт|Mastic Point|Mastic Point
MSL|MSL|Шеффилд|Шеффилд|Sheffield|Sheffield
MSM|MSM|Маси-Манимба|Маси-Манимба|Masi Manimba|Masi Manimba
MSN|MSN|||Madison|Madison
MSO|MSO|||Missoula|Missoula
MSP|MSP|Миннеаполис|Миннеаполис|Minneapolis|Minneapolis
MSQ|MSQ|Минск|Минск|Minsk|Minsk
MSR|MSR|Муш|Муш|Mus|Mus
MSS|MSS|||Massena|Massena
MST|MST|Маастрихт|Маастрихт|Maastricht|Maastricht
MSU|MSU|||Maseru|Maseru
MSV|MSV|||Monticello|Monticello
MSW|MSW|Массава|Массава|Massawa|Massawa
MSX|MSX|||Mossendjo|Mossendjo
MSZ|MSZ|||Namibe|Namibe
MTA|MTA|Матамата|Матамата|Matamata|Matamata
MTB|MTB|Монте-Либано|Монте-Либано|Monte Libano|Monte Libano
MTC|MTC|||Mt Clemens|Mt Clemens
MTD|MTD|||Mt Sandford|Mt Sandford
MTE|MTE|||Monte Alegre|Monte Alegre
MTF|MTF|Мизан-Тефери|Мизан-Тефери|Mizan Teferi|Mizan Teferi
MTG|MTG|||Mato Grosso|Mato Grosso
MTH|MTH|Марафон|Марафон|Marathon|Marathon
MTI|MTI|Мостейрос|Мостейрос|Mosteiros|Mosteiros
MTJ|MTJ|||Montrose|Montrose
MTK|MTK|||Makin Island|Makin Island
MTL|MTL|Мейтленд|Мейтленд|Maitland|Maitland
MTM|MTM|||Metlakatla|Metlakatla
MTN|MTN|Балтимор|Балтимор|Baltimore|Baltimore
MTO|MTO|||Mattoon|Mattoon
MTP|MTP|||Montauk|Montauk
MTQ|MTQ|Митчелл|Митчелл|Mitchell|Mitchell
MTR|MTR|Монтериа|Монтериа|Monteria|Monteria
MTS|MTS|||Manzini|Manzini
MTT|MTT|Минатитлан|Минатитлан|Minatitlan|Minatitlan
MTU|MTU|Монтепуэс|Монтепуэс|Montepuez|Montepuez
MTV|MTV|Мота-Лава|Мота-Лава|Mota Lava|Mota Lava
MTW|MTW|||Manitowoc|Manitowoc
MTX|MTX|||Fairbanks|Fairbanks
MTY|MTY|Монтеррей|Монтеррей|Monterrey|Monterrey
MTZ|MTZ|Масада|Масада|Masada|Masada
MUA|MUA|||Munda|Munda
MUB|MUB|Мон|Мон|Maun|Maun
MUC|MUC|Мюнхен|Мюнхен|Munich|Munich
MUD|MUD|||Mueda|Mueda
MUE|MUE|||Kamuela|Kamuela
MUF|MUF|Мутинг|Мутинг|Muting|Muting
MUG|MUG|Мулеж|Мулеж|Mulege|Mulege
MUH|MUH|||Mersa Matruh|Mersa Matruh
MUI|MUI|||Fort Indiantown|Fort Indiantown
MUJ|MUJ|Муи|Муи|Mui|Mui
MUK|MUK|||Mauke Island|Mauke Island
MUL|MUL|||Moultrie|Moultrie
MUM|MUM|Мумиас|Мумиас|Mumias|Mumias
MUN|MUN|Матурин|Матурин|Maturin|Maturin
MUO|MUO|||Mountain Home|Mountain Home
MUP|MUP|||Mulga Park|Mulga Park
MUQ|MUQ|||Muccan|Muccan
MUR|MUR|||Marudi|Marudi
MUS|MUS|||Marcus Island|Marcus Island
MUT|MUT|||Muscatine|Muscatine
MUU|MUU|||Mount Union|Mount Union
MUV|MUV|Филадельфия|Филадельфия|Philadelphia|Philadelphia
MUW|MUW|Маскара|Маскара|Mascara|Mascara
MUX|MUX|Мултан|Мултан|Multan|Multan
MUY|MUY|Муйондзи|Муйондзи|Mouyondzi|Mouyondzi
MUZ|MUZ|Мусома|Мусома|Musoma|Musoma
MVA|MVA|Миватн|Миватн|Myvatn|Myvatn
MVB|MVB|||Franceville|Franceville
MVC|MVC|||Monroeville|Monroeville
MVD|MVD|Монтевидео|Монтевидео|Montevideo|Montevideo
MVE|MVE|||Montevideo, MN|Montevideo, MN
MVF|MVF|||Mossoro|Mossoro
MVG|MVG|Меван|Меван|Mevang|Mevang
MVH|MVH|||Macksville|Macksville
MVI|MVI|Манетай|Манетай|Manetai|Manetai
MVJ|MVJ|Мандевилль|Мандевилль|Mandeville|Mandeville
MVK|MVK|||Mulka|Mulka
MVL|MVL|Стоув|Стоув|Stowe|Stowe
MVM|MVM|||Kayenta, AZ|Kayenta, AZ
MVN|MVN|||Mt Vernon|Mt Vernon
MVO|MVO|Монго|Монго|Mongo|Mongo
MVP|MVP|Миту|Миту|Mitu|Mitu
MVQ|MVQ|Могилев|Могилев|Mogilev|Mogilev
MVR|MVR|||Maroua|Maroua
MVS|MVS|||Mucuri|Mucuri
MVT|MVT|Матайва|Матайва|Mataiva|Mataiva
MVU|MVU|||Musgrave|Musgrave
MVV|MVV|Межев|Межев|Megeve|Megeve
MVW|MVW|||Mount Vernon|Mount Vernon
MVX|MVX|Минвул|Минвул|Minvoul|Minvoul
MVZ|MVZ|Масвинго|Масвинго|Masvingo|Masvingo
MWA|MWA|||Marion|Marion
MWB|MWB|||Morawa|Morawa
MWC|MWC|Милуоки|Милуоки|Milwaukee|Milwaukee
MWD|MWD|Мьанвали|Мьанвали|Mianwali|Mianwali
MWE|MWE|Мерове|Мерове|Merowe|Merowe
MWF|MWF|Мево|Мево|Maewo|Maewo
MWG|MWG|Маравака|Маравака|Marawaka|Marawaka
MWH|MWH|Мозес Лейк|Мозес Лейк|Moses Lake|Moses Lake
MWI|MWI|Марамуни|Марамуни|Maramuni|Maramuni
MWJ|MWJ|Маттьюс-Ридж|Маттьюс-Ридж|Matthews Ridge|Matthews Ridge
MWK|MWK|Матак|Матак|Matak|Matak
MWL|MWL|||Mineral Wells|Mineral Wells
MWM|MWM|||Windom, MN|Windom, MN
MWN|MWN|Мвадуй|Мвадуй|Mwadui|Mwadui
MWO|MWO|||Middletown, Ohio|Middletown, Ohio
MWP|MWP|Маунтин|Маунтин|Mountain|Mountain
MWQ|MWQ|Магуэ|Магуэ|Magwe|Magwe
MWR|MWR|||Motswari|Motswari
MWS|MWS|||Mount Wilson|Mount Wilson
MWT|MWT|||Moolawatana|Moolawatana
MWU|MWU|Муссау|Муссау|Mussau|Mussau
MWV|MWV|||Mundulkiri|Mundulkiri
MWW|MWW|||Mouscron|Mouscron
MWY|MWY|||Miranda Downs|Miranda Downs
MWZ|MWZ|Мванза|Мванза|Mwanza|Mwanza
MXA|MXA|||Manila|Manila
MXB|MXB|Масамба|Масамба|Masamba|Masamba
MXC|MXC|||Monticello|Monticello
MXD|MXD|||Marion Downs|Marion Downs
MXE|MXE|||Maxton|Maxton
MXF|MXF|||Montgomery|Montgomery
MXG|MXG|Марлборо|Марлборо|Marlborough|Marlborough
MXH|MXH|||Moro|Moro
MXI|MXI|Мати|Мати|Mati|Mati
MXJ|MXJ|Минна|Минна|Minna|Minna
MXK|MXK|Миндик|Миндик|Mindik|Mindik
MXL|MXL|||Mexicali|Mexicali
MXM|MXM|Моромбе|Моромбе|Morombe|Morombe
MXN|MXN|||Morlaix|Morlaix
MXO|MXO|||Monticello|Monticello
MXP|MXP|Милан|Милан|Milan|Milan
MXQ|MXQ|Митчелл-Ривер|Митчелл-Ривер|Mitchell River|Mitchell River
MXR|MXR|Миргород|Миргород|Mirgorod|Mirgorod
MXS|MXS|||Maota Savaii Is|Maota Savaii Is
MXT|MXT|Майнтирано|Майнтирано|Maintirano|Maintirano
MXU|MXU|||Mullewa|Mullewa
MXV|MXV|||Moron|Moron
MXW|MXW|||Mandalgobi|Mandalgobi
MXX|MXX|Мора|Мора|Mora|Mora
MXY|MXY|||Mccarthy|Mccarthy
MXZ|MXZ|Мейсян|Мейсян|Meixian|Meixian
MYA|MYA|||Moruya|Moruya
MYB|MYB|Маюмба|Маюмба|Mayoumba|Mayoumba
MYC|MYC|Маракай|Маракай|Maracay|Maracay
MYD|MYD|Малинди|Малинди|Malindi|Malindi
MYE|MYE|Мияке-Жима|Мияке-Жима|Miyake Jima|Miyake Jima
MYF|MYF|Сан Диего|Сан Диего|San Diego|San Diego
MYG|MYG|||Mayaguana|Mayaguana
MYH|MYH|||Marble Canyon|Marble Canyon
MYI|MYI|||Murray Island|Murray Island
MYJ|MYJ|Мацуяма|Мацуяма|Matsuyama|Matsuyama
MYK|MYK|||May Creek|May Creek
MYL|MYL|||Mccall|Mccall
MYM|MYM|Манки-Маунтин|Манки-Маунтин|Monkey Mountain|Monkey Mountain
MYN|MYN|Мариб|Мариб|Mareb|Mareb
MYO|MYO|Майруда|Майруда|Myroodah|Myroodah
MYP|MYP|||Mary|Mary
MYQ|MYQ|Майсор|Майсор|Mysore|Mysore
MYR|MYR|Миртл Бич|Миртл Бич|Myrtle Beach|Myrtle Beach
MYS|MYS|Мояль|Мояль|Moyale|Moyale
MYT|MYT|Мьиткьина|Мьиткьина|Myitkyina|Myitkyina
MYU|MYU|||Mekoryuk|Mekoryuk
MYV|MYV|||Marysville|Marysville
MYW|MYW|Мтвара|Мтвара|Mtwara|Mtwara
MYX|MYX|Меньямья|Меньямья|Menyamya|Menyamya
MYY|MYY|Мири|Мири|Miri|Miri
MYZ|MYZ|||Monkey Bay|Monkey Bay
MZA|MZA|Музаффарнагар|Музаффарнагар|Muzaffarnagar|Muzaffarnagar
MZB|MZB|||Mocimboa Praia|Mocimboa Praia
MZC|MZC|Мицик|Мицик|Mitzic|Mitzic
MZD|MZD|Мендес|Мендес|Mendez|Mendez
MZE|MZE|Манати|Манати|Manatee|Manatee
MZF|MZF|||Mzamba(Wild Coast Sun)|Mzamba(Wild Coast Sun)
MZG|MZG|Макунг|Макунг|Makung|Makung
MZH|MZH|Мерзифон|Мерзифон|Merzifon|Merzifon
MZI|MZI|||Mopti|Mopti
MZJ|MZJ|||Marana|Marana
MZK|MZK|Маракеи|Маракеи|Marakei|Marakei
MZL|MZL|Манисалес|Манисалес|Manizales|Manizales
MZM|MZM|Мец|Мец|Metz|Metz
MZN|MZN|Миндж|Миндж|Minj|Minj
MZO|MZO|Манзанилло|Манзанилло|Manzanillo|Manzanillo
MZP|MZP|Мотуэка|Мотуэка|Motueka|Motueka
MZQ|MZQ|Мкуз|Мкуз|Mkuze|Mkuze
MZR|MZR|||Mazar-i-sharif|Mazar-i-sharif
MZS|MZS|Мостин|Мостин|Mostyn|Mostyn
MZT|MZT|Мазатлан|Мазатлан|Mazatlan|Mazatlan
MZU|MZU|Музаффарпур|Музаффарпур|Muzaffarpur|Muzaffarpur
MZV|MZV|||Mulu, Sarawak|Mulu, Sarawak
MZW|MZW|||Mechria|Mechria
MZX|MZX|Мена|Мена|Mena|Mena
MZY|MZY|Залив Моссел|Залив Моссел|Mossel Bay|Mossel Bay
MZZ|MZZ|||Marion|Marion
NAA|NAA|||Narrabri|Narrabri
NAB|NAB|Олбани|Олбани|Albany|Albany
NAC|NAC|||Naracoorte|Naracoorte
NAD|NAD|Маканал|Маканал|Macanal|Macanal
NAE|NAE|Натитингу|Натитингу|Natitingou|Natitingou
NAF|NAF|Банаина|Банаина|Banaina|Banaina
NAG|NAG|Нагпур|Нагпур|Nagpur|Nagpur
NAH|NAH|||Naha|Naha
NAI|NAI|Аннаи|Аннаи|Annai|Annai
NAJ|NAJ|Нахичевань|Нахичевань|Nakhichevan|Nakhichevan
NAK|NAK|Натхон Ратчасима|Натхон Ратчасима|Nakhon Ratchasima|Nakhon Ratchasima
NAL|NAL|Нальчик|Нальчик|Nalchik|Nalchik
NAM|NAM|Намлеа|Намлеа|Namlea|Namlea
NAN|NAN|Фиджи-Нади|Фиджи-Нади|Nadi|Nadi
NAO|NAO|Наньчон|Наньчон|Nanchong|Nanchong
NAP|NAP|||Napoli|Napoli
NAQ|NAQ|||Qaanaaq|Qaanaaq
NAR|NAR|Наре|Наре|Nare|Nare
NAS|NAS|||Nassau|Nassau
NAT|NAT|Наталь|Наталь|Natal|Natal
NAU|NAU|||Napuka Island|Napuka Island
NAV|NAV|Невсехир|Невсехир|Nevsehir|Nevsehir
NAW|NAW|Наративат|Наративат|Narathiwat|Narathiwat
NAX|NAX|||Barbers Point|Barbers Point
NAY|NAY|Пекин|Пекин|Beijing|Beijing
NAZ|NAZ|||Star Habour|Star Habour
NBA|NBA|||Nambaiyufa|Nambaiyufa
NBB|NBB|Барранкоминас|Барранкоминас|Barrancominas|Barrancominas
NBC|NBC|Набережные Челны|Набережные Челны|Naberevnye Chelny|Naberevnye Chelny
NBG|NBG|Новый Орлеан|Новый Орлеан|New Orleans|New Orleans
NBH|NBH|Намбука Хэдс|Намбука Хэдс|Nambucca Heads|Nambucca Heads
NBL|NBL|Сан-Блас|Сан-Блас|San Blas|San Blas
NBO|NBO|Найроби|Найроби|Nairobi|Nairobi
NBP|NBP|Нью-Йорк|Нью-Йорк|New York|New York
NBR|NBR|||Nambour|Nambour
NBU|NBU|||Glenview|Glenview
NBV|NBV|||Cana Brava|Cana Brava
NBW|NBW|Гуантанамо|Гуантанамо|Guantanamo|Guantanamo
NBX|NBX|Набире|Набире|Nabire|Nabire
NCA|NCA|Норт-Кайкос|Норт-Кайкос|North Caicos|North Caicos
NCG|NCG|||Paloma Grande|Paloma Grande
NCH|NCH|Начингвеа|Начингвеа|Nachingwea|Nachingwea
NCI|NCI|Некокли|Некокли|Necocli|Necocli
NCL|NCL|Ньюкасл|Ньюкасл|Newcastle|Newcastle
NCN|NCN|||New Chenega|New Chenega
NCO|NCO|||Quonset Point|Quonset Point
NCP|NCP|||Luzon Is|Luzon Is
NCQ|NCQ|||Marietta, GA|Marietta, GA
NCR|NCR|Сан Карлос|Сан Карлос|San Carlos|San Carlos
NCS|NCS|Ньюкасл|Ньюкасл|Newcastle|Newcastle
NCT|NCT|Никоя|Никоя|Nicoya|Nicoya
NCU|NCU|Нукус|Нукус|Nukus|Nukus
NCY|NCY|Аннеси|Аннеси|Annecy|Annecy
NDA|NDA|Банданаира|Банданаира|Bandanaira|Bandanaira
NDB|NDB|Нуакдибу|Нуакдибу|Nouadhibou|Nouadhibou
NDC|NDC|Нандед|Нандед|Nanded|Nanded
NDD|NDD|Сумбе|Сумбе|Sumbe|Sumbe
NDE|NDE|Мандера|Мандера|Mandera|Mandera
NDF|NDF|||Ndalatandos|Ndalatandos
NDG|NDG|Цицихар|Цицихар|Qiqihar|Qiqihar
NDI|NDI|Намиди|Намиди|Namudi|Namudi
NDJ|NDJ|||Ndjamena|Ndjamena
NDK|NDK|||Namdrik Island|Namdrik Island
NDL|NDL|Нделе|Нделе|Ndele|Ndele
NDM|NDM|Менди|Менди|Mendi|Mendi
NDN|NDN|||Nadunumu|Nadunumu
NDO|NDO|||La Palma Del Condado|La Palma Del Condado
NDP|NDP|||Pensacola, FL|Pensacola, FL
NDR|NDR|Надор|Надор|Nador|Nador
NDS|NDS|||Sandstone|Sandstone
NDU|NDU|Рунду|Рунду|Rundu|Rundu
NDV|NDV|||Anacostia|Anacostia
NDY|NDY|||Sanday|Sanday
NDZ|NDZ|||Nordholz-Spieka|Nordholz-Spieka
NEA|NEA|||Glynco|Glynco
NEC|NEC|Некочеа|Некочеа|Necochea|Necochea
NEF|NEF|Нефтекамск|Нефтекамск|Neftekamsk|Neftekamsk
NEG|NEG|Негрил|Негрил|Negril|Negril
NEJ|NEJ|||Nejjo|Nejjo
NEK|NEK|||Nekemt|Nekemt
NEL|NEL|||Lakehurst|Lakehurst
NEN|NEN|||Whitehouse|Whitehouse
NER|NER|Нерюнгри|Нерюнгри|Neryungri|Neryungri
NES|NES|Нью-Йорк|Нью-Йорк|New York|New York
NET|NET|||New Bight|New Bight
NEU|NEU|||Sam Neua|Sam Neua
NEV|NEV|||Nevis|Nevis
NEW|NEW|Новый Орлеан|Новый Орлеан|New Orleans|New Orleans
NFB|NFB|||Mt Clemens|Mt Clemens
